"license-plate-number";"customer-return-date";"asin";"sku";"Brand";"Product Name";"amazon-order-id";"quantity";"Collection_Order";"delivery-date-biarritz";"device-serial-number";"item-status";"RMA KP";"ID ";"RMA batch";"LaRoca"
"LPNIC027645838";24/05/2022;"B09QGXR5SW";"MB-POCKRR";"MINIBATT";"MINIBATT POCKRR";"408-1579906-7751513";1;;;;;;"PRG220622733082";;"x"
"LPNIC028102038";08/05/2022;"B09PNSV48L";"SNS-RMSL1R21";"SONOS";"SONOS ROAM SL WHITE";"408-0662706-3512343";1;;;;;;"PRG220622733082";;"x"
"LPNIC060545445";18/05/2022;"B08YXBSP6X";"SNS-ROAM1R21BLK";"SONOS";"SONOS ROAM BLACK";"407-1542197-4307528";1;;;;;;"PRG220622733082";;"x"
"LPNIC060883392";10/05/2022;"B09PNSV48L";"SNS-RMSL1R21";"SONOS";"SONOS ROAM SL WHITE";"406-2208032-8185141";1;;;;;;"PRG220622733082";;"x"
"LPNIC061366808";25/05/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"408-0345798-6129164";1;;;;;;"PRG220622733082";;"x"
"LPNIC061271575";19/04/2022;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"407-8093583-6330709";1;;;;;;"PRG220622733082";;"x"
"LPNIC061350827";26/05/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"403-2242122-8933960";1;;;;;;"PRG220622733082";;"x"
"LPNIC028035054";12/05/2022;"B08HQ1HG71";"P3D2454";"PAX";"PAX3 COMPLETE SAND";"406-0893949-2581135";1;;;;;;"PRG220622733082";;"x"
"LPNIC061591895";13/05/2022;"B08HQZT7GW";"P3D2455";"PAX";"PAX3 COMPLETE SAGE";"404-6612410-3077917";1;;;;;;"PRG220622733082";;"x"
"LPNHE645459719";02/04/2022;"B08HQZT7GW";"P3D2455";"PAX";"PAX3 COMPLETE SAGE";"402-0993059-8389964";1;;;;;;"PRG220622733082";;"x"
"LPNHE620769262";01/04/2022;"B08HQZT7GW";"P3D2455";"PAX";"PAX3 COMPLETE SAGE";"403-0314562-7737951";1;;;;;;"PRG220622733082";;"x"
"LPNHE649174989";03/04/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"302-5874822-6213902";1;;;;;;"PRG220622733082";;"x"
"LPNA016488969";30/03/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"406-6086000-3621946";1;;;;;;"PRG220622733082";;"x"
"LPNHE649557905";27/05/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"404-5895629-9532363";1;;;;;;"PRG220622733082";;"x"
"LPNHE653774119";08/04/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"304-5912815-6700365";1;;;;;;"PRG220622733082";;"x"
"LPNA013707408";07/04/2022;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"403-2356761-2153915";1;;;;;;"PRG220622733082";;"x"
"LPNHE649118000";27/05/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"405-6636594-9651518";1;;;;;;"PRG220622733082";;"x"
"LPNIC062664815";26/05/2022;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"407-4226211-8296302";1;;;;;;"PRG220622733082";;"x"
"LPNHL983890277";17/05/2022;"B07RWDQSDZ";"CRC-2007004";"CRICUT";"CRICUT MAKER2 ROSE";"304-7126093-5849901";1;;;;;;"PRG220706742783 ";;"x"
"LPNHK106895191";19/05/2022;"B07RWDQSDZ";"CRC-2007004";"CRICUT";"CRICUT MAKER2 ROSE";"304-9322816-3737139";1;;;;;;"PRG220706742783 ";;"x"
"LPNHK108340051";16/04/2022;"B07RWDQSDZ";"CRC-2007004";"CRICUT";"CRICUT MAKER2 ROSE";"302-9019244-1243523";1;;;;;;"PRG220706742783 ";;"x"
"LPNHK106881385";11/05/2022;"B07RWDQSDZ";"CRC-2007004";"CRICUT";"CRICUT MAKER2 ROSE";"302-4890568-4753913";;;;;;;"PRG220706742783 ";;"x"
"LPNHL984424580";09/05/2022;"B07TJ6WR7N";"CRC-2007002";"CRICUT";"CRICUT MAKER2 CHAMPAGNE";"406-6106141-6870718";;;;;;;"PRG220706742783 ";;"x"
"LPNHK107109031";11/05/2022;"B07TJ6WR7N";"CRC-2007002";"CRICUT";"CRICUT MAKER2 CHAMPAGNE";"306-3314990-2302712";;;;;;;"PRG220706742783 ";;"x"
"LPNHL984425572";26/04/2022;"B07TJ6WR7N";"CRC-2007002";"CRICUT";"CRICUT MAKER2 CHAMPAGNE";"407-9087184-1565941";;;;;;;"PRG220706742783 ";;"x"
"LPNHK106880718";06/05/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"407-2733071-4028328";;;;;;;"PRG220706742783 ";;"x"
"LPNHK106215145";18/05/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"403-2413772-9324333";;;;;;;"PRG220706742783 ";;"x"
"LPNHK108682289";17/05/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"404-3246889-9205104";;;;;;;"PRG220706742783 ";;"x"
"LPNHK108582234";05/05/2022;"B0969X3QV6";"X-RDK0003CE";"ROBOROCK";"ROBOROCK EMPTYDOCK S7 BLACK";"408-7193248-2101110";;;;;;;"PRG220706742783 ";;"x"
"LPNHK107911272";06/05/2022;"B0969W5T3C";"X-RDK0011CE";"ROBOROCK";"ROBOROCK EMPTYDOCK S7 WHITE";"405-8405334-6275552";;;;;;;"PRG220706742783 ";;"x"
"LPNHK106053304";24/04/2022;"B08DHWLZSR";"X-RSD0177CE";"ROBOROCK";"ROBOROCK S6 MAXV";"408-6237360-6080327";;;;;;;"PRG220706742783 ";;"x"
"LPNHL984222942";20/04/2022;"B08DHVSQQR";"X-RSD0105CE";"ROBOROCK";"ROBOROCK S6 PURE BLACK";"302-5869195-8977922";;;;;;;"PRG220706742783 ";;"x"
"LPNHK108997116";30/04/2022;"B08DHVSQQR";"X-RSD0105CE";"ROBOROCK";"ROBOROCK S6 PURE BLACK";"302-6069267-4968318";;;;;;;"PRG220706742783 ";;"x"
"LPNIC027390019";02/06/2022;"B09PNSV48L";"SNS-RMSL1R21";"SONOS";"SONOS ROAM SL WHITE";"171-9624721-3209926";;;;;;;;;
"LPNIC025574122";26/06/2022;"B08YXBSP6X";"SNS-ROAM1R21BLK";"SONOS";"SONOS ROAM BLACK";"403-2487224-5734766";;;;;;;;;
"LPNIC027147730";07/06/2022;"B09PNTD2PD";"SNS-RMSL1R21BLK";"SONOS";"SONOS ROAM SL BLACK";"408-5768279-4491517";;;;;;;;;
"LPNHE642845725";12/06/2022;"B0837B6YBW";"SNS-PORT1EU1";"SONOS";"SONOS PORT";"171-7858628-7538722";;;;;;;;;
"LPNIC027554437";01/07/2022;"B07P9VM3B7";"SNS-ONEG2EU1";"SONOS";"SONOS ONE WHITE";"403-9055337-0641128";;;;;;;;;
"LPNIC060853974";12/06/2022;"B09QGXR5SW";"MB-POCKRR";"MINIBATT";"MINIBATT POCKRR";"408-3250141-6277155";;;;;;;;;
"LPNHE544160569";14/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"408-6674220-1740352";;;;;;;;;
"LPNA002682915";21/06/2022;"B08HQZT7GW";"P3D2455";"PAX";"PAX3 COMPLETE SAGE";"404-9423992-2233166";;;;;;;;;
"LPNHE663215409";21/06/2022;"B01N76NN0J";"P2A1737";"PAX";"PAX HALF PACK OVEN LID";"403-9751580-2746726";;;;;;;;;
"LPNHE657576359";24/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"028-3414050-0501111";;;;;;;;;
"LPNHE657233112";24/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"402-2211678-3333926";;;;;;;;;
"LPNA017480943";07/06/2022;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"171-4719747-6942763";;;;;;;;;
"LPNHE666212029";13/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"402-9386418-4105159";;;;;;;;;
"LPNA014791591";13/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"404-1479915-3433950";;;;;;;;;
"LPNA014637608";02/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"171-2890711-4801968";;;;;;;;;
"LPNHE667915149";09/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"407-1275333-0904333";;;;;;;;;
"LPNA008244725";17/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"171-6208274-1769144";;;;;;;;;
"LPNA008421526";11/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"407-5048096-1221910";;;;;;;;;
"LPNHE644952656";12/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"402-4580672-9839521";;;;;;;;;
"LPNA014579421";02/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"404-1002466-9854708";;;;;;;;;
"LPNA017186446";10/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"402-4201420-5687566";;;;;;;;;
"LPNHE667627909";10/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"405-5209945-0839534";;;;;;;;;
"LPNHL967432627";14/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"304-4635621-3400323";;;;;;;;;
"LPNA014654888";11/06/2022;"B08HQZT7GW";"P3D2455";"PAX";"PAX3 COMPLETE SAGE";"408-3141079-2362704";;;;;;;;;
"LPNHE643956778";19/05/2022;"B07WWWLRJP";"SNS-ONESLEU1BLK";"SONOS";"SONO SONESL BLACK";"408-2134546-2466754";;;;;;;;;
"LPNIC025574230";13/06/2022;"B091V6LDLS";"SNS-RMWCHEU1BLK";"SONOS";"SONOS ROAM CHARGER BLACK";"403-1768718-2275511";;;;;;;;;
"LPNIC060781421";27/06/2022;"B08YWWY5TD";"SNS-ROAM1R21";"SONOS";"SONOS ROAM WHITE";"402-1489411-3240356";;;;;;;;;
"LPNIC027188981";14/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"403-5405284-9720320";;;;;;;;;
"LPNIC061333816";07/06/2022;"B08HQZT7GW";"P3D2455";"PAX";"PAX3 COMPLETE SAGE";"403-7816749-0573909";;;;;;;;;
"LPNIC061013016";20/06/2022;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"407-8956807-4989924";;;;;;;;;
"LPNIC070447290";27/06/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"402-2801135-4789132";;;;;;;;;
"LPNIC061035453";27/06/2022;"B07WRK2696";"SNS-ONESLEU1";"SONOS";"SONOS ONESL WHITE";"171-9582506-0233140";;;;;;;;;
"LPNIC060611664";20/06/2022;"B07WRK2696";"SNS-ONESLEU1";"SONOS";"SONOS ONESL WHITE";"406-1027476-5318708";;;;;;;;;
"LPNIC060917169";12/05/2022;"B09PNTD2PD";"SNS-RMSL1R21BLK";"SONOS";"SONOS ROAM SL BLACK";"402-9850958-8277166";;;;;;;;;
"LPNHE591646577";02/06/2022;"B09PNTD2PD";"SNS-RMSL1R21BLK";"SONOS";"SONOS ROAM SL BLACK";"406-7088876-7328309";;;;;;;;;
"LPNIC027164882";08/06/2022;"B09PNSV48L";"SNS-RMSL1R21";"SONOS";"SONOS ROAM SL WHITE";"407-6705355-3420325";;;;;;;;;
"LPNA017102977";06/05/2022;"B07XGC84B2";"CRC-2007470";"CRICUT";"CRICUT EASY PRESS MINIRAPSBERRY";"171-1728015-3590703";;;;;;;;;
"LPNIC062951361";03/05/2022;"B07XGC84B2";"CRC-2007470";"CRICUT";"CRICUT EASY PRESS MINIRAPSBERRY";"405-8792659-5487552";;;;;;;;;
"LPNIC062383426";19/05/2022;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"408-8238828-3626754";;;;;;;;;
"LPNHE653092444";03/05/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"407-1963541-5713112";;;;;;;;;
"LPNIC062741867";09/05/2022;"B09N42WXRR";"P3D2576";"PAX";"PAX3 COMPLETE MIDNIGHT";"406-3330853-2784334";;;;;;;;;
"LPNA016988295";11/05/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"403-0783268-2568335";;;;;;;;;
"LPNIC062939565";05/05/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"171-7967462-3944326";;;;;;;;;
"LPNA016972536";13/05/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"402-5273106-3740341";;;;;;;;;
"LPNA014446119";11/05/2022;"B075XPND1C";"P3D2076";"PAX";"PAX2 BRUSHED PLATINIUM";"402-2869608-4549938";;;;;;;;;
"LPNHE651232764";05/05/2022;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"408-0838476-4639556";;;;;;;;;
"LPNHE657965397";29/06/2022;"B08HPXDBG2";"P3D2450";"PAX";"PAX3 BASIC SAND";"303-5105252-3629133";;;;;;;;;
"LPNA014244625";09/05/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"404-9325688-5286755";;;;;;;;;
"LPNHK107082702";16/05/2022;"B075XPND1C";"P3D2076";"PAX";"PAX2 BRUSHED PLATINIUM";"402-0408236-8215558";;;;;;;;;
"LPNA014470419";14/05/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"408-6360646-8383564";;;;;;;;;
"LPNA014097658";09/05/2022;"B08HQTJ5CT";"P3D2453";"PAX";"PAX3 COMPLETE ONYX";"408-9096275-0287516";;;;;;;;;
"LPNHE637160197";02/03/2022;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"302-5045996-3010745";;;;;;;;;
"LPNA014074151";03/05/2022;"B075XPND1C";"P3D2076";"PAX";"PAX2 BRUSHED PLATINIUM";"402-6652043-2583522";;;;;;;;;
"LPNHE640740150";10/05/2022;"B01N76KFKN";"P2A1740";"PAX";"PAX MAINTENANCE KIT";"171-8359253-5149163";;;;;;;;;
"LPNA013991208";11/05/2022;"B012EIF19K";"P2A1017";"PAX";"PAX RAISED MOUTHPIECE";"403-5675043-3964312";;;;;;;;;
"LPNHE644439400";13/05/2022;"B01N76KFKN";"P2A1740";"PAX";"PAX MAINTENANCE KIT";"406-3684030-8202710";;;;;;;;;
"LPNIC062584113";10/05/2022;"B086WFT8N3";"P2A1823";"PAX";"PAX CONCENTRATE ADAPTOR";"406-2362303-1988349";;;;;;;;;
"LPNHE644439405";13/05/2022;"B01N76NN0J";"P2A1737";"PAX";"PAX HALF PACK OVEN LID";"406-3684030-8202710";;;;;;;;;
"LPNHE645937369";30/05/2022;"B072KN4Z4L";"MB-STR12";"MINIBATT";"MINIBATT STR";"303-3748990-1801918";;;;;;;;;
"LPNIC036591843";15/06/2022;"B09H7PFWGF";"SNS-BEAM2EU1";"SONOS";"SONOS BEAMGEN2 WHITE";"404-1030603-3089146";;;;;;;;;
"LPNHE651425353";13/05/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"403-1292590-5941158";;;;;;;;;
"LPNIC063009263";22/04/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"402-5743139-3683506";;;;;;;;;
"LPNHE564784902";25/07/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"404-0340580-6536351";;;;;;;;;
"LPNA014053324";30/04/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"406-4423946-9743560";;;;;;;;;
"LPNA016811968";29/04/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"405-9450151-8783565";;;;;;;;;
"LPNA012899570";14/04/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"405-1212690-6604345";;;;;;;;;
"LPNHE589289913";10/12/2021;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"306-5628517-4156321";;;;;;;;;
"LPNA014125686";28/04/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"406-0722647-7171552";;;;;;;;;
"LPNA013915942";26/04/2022;"B075XPND1C";"P3D2076";"PAX";"PAX2 BRUSHED PLATINIUM";"408-6185144-5147537";;;;;;;;;
"LPNA014052879";29/04/2022;"B075XPND1C";"P3D2076";"PAX";"PAX2 BRUSHED PLATINIUM";"404-2242648-3697933";;;;;;;;;
"LPNHE608148133";25/04/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"403-6747096-0715568";;;;;;;;;
"LPNHE580211055";17/08/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"403-4235133-7522757";;;;;;;;;
"LPNHE572567167";28/07/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"028-4331977-5750756";;;;;;;;;
"LPNA014735997";21/05/2022;"B075XPND1C";"P3D2076";"PAX";"PAX2 BRUSHED PLATINIUM";"171-8342085-7139568";;;;;;;;;
"LPNHE580474014";20/08/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"404-4920640-7997939";;;;;;;;;
"LPNIC062728968";16/05/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"171-8359253-5149163";;;;;;;;;
"LPNHE571547256";08/07/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"303-7024240-7952330";;;;;;;;;
"LPNIC063520317";22/04/2022;"B084RSMS24";"CRC-2007992";"CRICUT";"CRICUT JOY";"404-3895077-5618706";;;;;;;;;
"LPNHK098455052";24/02/2022;"B084RSMS24";"CRC-2007992";"CRICUT";"CRICUT JOY";"306-7136922-6496306";;;;;;;;;
"LPNIC036450797";02/06/2022;"B08CKT6KM2";"X-SKV4136GL";"XIAOMI";"XIAOMI MOP ESSENTIAL";"407-9146701-6014729";;;;;;;;;
"LPNIC036450730";01/06/2022;"B08DHVSQQR";"X-RSD0105CE";"ROBOROCK";"ROBOROCK S6 PURE BLACK";"407-0247707-0306746";;;;;;;;;
"LPNIC036488802";17/06/2022;"B08DHVSQQR";"X-RSD0105CE";"ROBOROCK";"ROBOROCK S6 PURE BLACK";"408-9356762-7428360";;;;;;;;;
"LPNIC036488427";07/06/2022;"B08DHVSQQR";"X-RSD0105CE";"ROBOROCK";"ROBOROCK S6 PURE BLACK";"171-1963493-6288316";;;;;;;;;
;"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";;;;;;;;;
;"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";;;;;;;;;
;"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";;;;;;;;;
;"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";;;;;;;;;
;"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";;;;;;;;;
;"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";;;;;;;;;
;"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";;;;;;;;;
;"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";;;;;;;;;
;"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";;;;;;;;;
