"External Document No_";"Location Code";"Document No_";"Package Tracking No_";"Customer No_";"Name";"Item No_"
"402-8788525-7854733";"AMAZON";"PDVF21/001154";"LPNHE422233983";"000230";"AMAZON PAX ES";
"405-8198095-3430701";"AMAZON";"PDVF21/000890";"LPNHE422535619";"000222";"AMAZON PAX FR";
"302-9547341-1641937";"AMAZON";"PDVF21/000819";"LPNHE422577351";"000193";"AMAZON PAX DE";
"028-9525365-7257116";"AMAZON";"DSR21000251";"LPNHE423225892";"000193";"AMAZON PAX DE";"X-RSD0122CE"
"171-0221631-6011556";"AMAZON";"DSR21000280";"LPNHE423393175";"000230";"AMAZON PAX ES";"PX-P3D2050"
"305-9450783-7510754";"AMAZON";"DSR21000427";"LPNHE424259099";"000193";"AMAZON PAX DE";"X-RSD0105CE"
"404-8457266-6447554";"AMAZON";"DSR21000246";"LPNHE424952189";"000163";"AMAZON PAX IT";"PX-P3D2449"
"403-9267416-9562715";"AMAZON";"DSR21000358";"LPNHE424959799";"000163";"AMAZON PAX IT";"PX-P2D2077"
"406-1794828-9512367";"AMAZON";"DSR21000147";"LPNHE424987045";"000163";"AMAZON PAX IT";"PX-P2A1741"
"406-2527908-4268320";"AMAZON";"DSR21000229";"LPNHE425214791";"000163";"AMAZON PAX IT";"PX-P3D2449"
"304-4901732-3022725";"AMAZON";"DSR21000859";"LPNHE425671318";"000193";"AMAZON PAX DE";"PX-P2A1017"
"405-2022963-7970761";"AMAZON";"DSR21000335";"LPNHE426271944";"000163";"AMAZON PAX IT";"PX-P2D2077"
"404-8366588-9109149";"AMAZON";"DSR21000193";"LPNHE426439150";"000163";"AMAZON PAX IT";"PX-P2A1844"
"403-7837519-6672316";"AMAZON";"DSR21000283";"LPNHE426493587";"000230";"AMAZON PAX ES";"PX-P3D2051"
"171-4883583-4561933";"AMAZON";"DSR21000433";"LPNHE427149102";"000230";"AMAZON PAX ES";"PX-P3D2042"
"403-8672736-1724314";"AMAZON";"DSR21000284";"LPNHE427334940";"000230";"AMAZON PAX ES";"PX-P3D2051"
"407-8795815-7477116";"AMAZON";"DSR21000094";"LPNHE427855718";"000222";"AMAZON PAX FR";"PX-P3D2043"
"306-6295413-0853146";"AMAZON";"DSR21000285";"LPNHE428147015";"000193";"AMAZON PAX DE";"PX-P3D2050"
"403-0924598-8086738";"AMAZON";"DSR21000432";"LPNHE431646075";"000230";"AMAZON PAX ES";"PX-P3D2050"
"407-8513821-8242709";"AMAZON";"DSR21000106";"LPNHE433324596";"000163";"AMAZON PAX IT";"PX-P3D2051"
"406-1719291-9338727";"AMAZON";"DSR21000092";"LPNHE433564267";"000222";"AMAZON PAX FR";"PX-P3D2053"
"402-7469659-1065943";"AMAZON";"DSR21000119";"LPNHE434216718";"000163";"AMAZON PAX IT";"PX-P3D2050"
"304-6261834-6782714";"AMAZON";"PDVF21/001222";"LPNHE434740292";"000193";"AMAZON PAX DE";
"171-6470549-0793926";"AMAZON";"DSR21000099";"LPNHE438386441";"000163";"AMAZON PAX IT";"PX-P3D2050"
"171-1195580-3420352";"AMAZON";"DSR21000074";"LPNHE439738081";"000163";"AMAZON PAX IT";"PX-P3D2050"
"406-8359259-2787512";"AMAZON";"DSR21000305";"LPNHE445732855";"000222";"AMAZON PAX FR";"PX-P3D2042"
"403-3203049-5197157";"AMAZON";"DSR21000198";"LPNHE446844956";"000222";"AMAZON PAX FR";"PX-P2A1737"
"407-8668093-7854711";"AMAZON";"DSR21000065";"LPNHE447778051";"000163";"AMAZON PAX IT";"PX-P3D2051"
"402-8671480-5264302";"AMAZON";"DSR21000114";"LPNHE448012062";"000230";"AMAZON PAX ES";"PX-P3D2042"
"407-3549758-4485149";"AMAZON";"DSR21000279";"LPNHE448114014";"000230";"AMAZON PAX ES";"PX-P3D2043"
"402-7076578-8732316";"AMAZON";"DSR21000234";"LPNHE448228903";"000230";"AMAZON PAX ES";"PX-P2D2077"
"406-8669109-9505929";"AMAZON";"DSR21000096";"LPNHE448231733";"000230";"AMAZON PAX ES";"PX-P2D2076"
"403-3538907-3408361";"AMAZON";"DSR21000351";"LPNHE448286372";"000230";"AMAZON PAX ES";"PX-P3D2045"
"403-5929274-0913124";"AMAZON";"DSR21000090";"LPNHE450721102";"000163";"AMAZON PAX IT";"PX-P3D2051"
"405-1589947-1622765";"AMAZON";"DSR21000287";"LPNHE451075129";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"402-1990342-3613162";"AMAZON";"DSR21000098";"LPNHE451246970";"000230";"AMAZON PAX ES";"PX-P2D2076"
"405-9949129-1583504";"AMAZON";"DSR21000082";"LPNHE451350511";"000230";"AMAZON PAX ES";"PX-P3D2044"
"404-7295878-2235524";"AMAZON";"DSR21000282";"LPNHE451403856";"000230";"AMAZON PAX ES";"PX-P2D2077"
"171-1580355-9045114";"AMAZON";"DSR21000120";"LPNHE454006821";"000222";"AMAZON PAX FR";"PX-P3D2051"
"407-8798655-0862708";"AMAZON";"DSR21000141";"LPNHE456239950";"000230";"AMAZON PAX ES";"PX-P2A1737"
"404-2165898-6109945";"AMAZON";"DSR21000281";"LPNHE456952055";"000230";"AMAZON PAX ES";"PX-P3D2053"
"402-7714011-1511501";"AMAZON";"DSR21000109";"LPNHE457033992";"000230";"AMAZON PAX ES";"PX-P3D2052"
"408-2795793-1802759";"AMAZON";"DSR21000075";"LPNHE457121440";"000230";"AMAZON PAX ES";"PX-P3D2042"
"404-0671400-7835553";"AMAZON";"DSR21000196";"LPNHE457181922";"000230";"AMAZON PAX ES";"PX-P2A1737"
"404-0948143-5148363";"AMAZON";"DSR21000197";"LPNHE457553684";"000222";"AMAZON PAX FR";"PX-P2A1740"
"171-0235948-8143577";"AMAZON";"DSR21000121";"LPNHE459196246";"000222";"AMAZON PAX FR";"PX-P3D2053"
"402-2729163-6565145";"AMAZON";"DSR21000080";"LPNHE459505001";"000230";"AMAZON PAX ES";"PX-P3D2042"
"171-3262987-1497146";"AMAZON";"DSR21000352";"LPNHE462210697";"000230";"AMAZON PAX ES";"PX-P3D2042"
"406-4610879-4305129";"AMAZON";"DSR21000187";"LPNHE462413157";"000230";"AMAZON PAX ES";"PX-P2A1016"
"402-2982512-5948335";"AMAZON";"DSR21000184";"LPNHE462417809";"000230";"AMAZON PAX ES";"PX-P2A1737"
"406-7103772-6645108";"AMAZON";"DSR21000320";"LPNHE462425166";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"408-3654225-1369905";"AMAZON";"DSR21000312";"LPNHE462761382";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"203-3935652-3120311";"AMAZON";"DSR21000194";"LPNHE462944918";"000223";"Amazon Pax Uk";"PX-P2A1741"
"407-2547969-9605116";"AMAZON";"DSR21000191";"LPNHE465530121";"000230";"AMAZON PAX ES";"PX-P2A1017"
"405-0398039-6511536";"AMAZON";"DSR21000338";"LPNHE465556348";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"408-3915382-3609941";"AMAZON";"DSR21000354";"LPNHE465870762";"000230";"AMAZON PAX ES";"PX-P3D2452"
"405-6449792-2297944";"AMAZON";"DSR21000424";"LPNHE466116917";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"404-7087236-8416353";"AMAZON";"DSR21000333";"LPNHE467186862";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"406-1261779-1208366";"AMAZON";"DSR21000339";"LPNHE467857408";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"404-7954088-8005148";"AMAZON";"DSR21000302";"LPNHE467872681";"000230";"AMAZON PAX ES";"PX-P3D2053"
"305-2169903-4876324";"AMAZON";"DSRF21000082";"LPNHE469002837";"000193";"AMAZON PAX DE";"CRC-2007004"
"406-7581962-3535569";"AMAZON";"DSR21000078";"LPNHE472513814";"000163";"AMAZON PAX IT";"PX-P3D2042"
"403-7027171-3385905";"AMAZON";"DSR21000104";"LPNHE472635031";"000163";"AMAZON PAX IT";"PX-P2D2077"
"171-2019057-8800352";"AMAZON";"DSR21000227";"LPNHE474364322";"000230";"AMAZON PAX ES";"PX-P3D2454"
"407-1149290-5366731";"AMAZON";"DSR21000863";"LPNHE474731645";"000230";"AMAZON PAX ES";"X-RSD0106CE"
"408-0157712-0877942";"AMAZON";"DSR21000854";"LPNHE474731795";"000230";"AMAZON PAX ES";"X-RSD0106CE"
"402-5613231-9815547";"AMAZON";"DSR21000258";"LPNHE475061348";"000230";"AMAZON PAX ES";"X-RSD0105CE"
"402-5232111-2396308";"AMAZON";"DSR21000173";"LPNHE475335975";"000230";"AMAZON PAX ES";"PX-P2A1737"
"403-3224963-8969108";"AMAZON";"DSR21000276";"LPNHE475336189";"000230";"AMAZON PAX ES";"PX-P3D2449"
"171-8287184-7445916";"AMAZON";"DSR21000426";"LPNHE475655754";"000222";"AMAZON PAX FR";"X-RSD0177CE"
"402-6785086-9489134";"AMAZON";"DSR21000301";"LPNHE476743584";"000230";"AMAZON PAX ES";"X-RSD0106CE"
"402-1911212-3177920";"AMAZON";"DSR21000101";"LPNHE477697079";"000230";"AMAZON PAX ES";"PX-P3D2053"
"404-9127248-3956330";"AMAZON";"DSR21000315";"LPNHE477724939";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"171-4950141-6189936";"AMAZON";"DSR21000216";"LPNHE478005293";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"404-7714303-5801128";"AMAZON";"DSR21000318";"LPNHE478005293";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"406-9971028-8005948";"AMAZON";"DSR21000290";"LPNHE478005293";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"405-9308491-0410734";"AMAZON";"DSR21000362";"LPNHE478162874";"000230";"AMAZON PAX ES";"PX-P3D2051"
"402-6318746-9147557";"AMAZON";"DSR21000262";"LPNHE478341881";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"402-8113446-7457964";"AMAZON";"PDVF22/001360";"LPNHE479403190";"000230";"AMAZON PAX ES";
"302-2846681-2057950";"AMAZON";"DSR21000322";"LPNHE480039258";"000193";"AMAZON PAX DE";"PX-P3D2452"
"402-8829852-4263505";"AMAZON";"DSR21000328";"LPNHE480039258";"000230";"AMAZON PAX ES";"PX-P3D2452"
"306-8756249-9937107";"AMAZON";"DSR21000324";"LPNHE480065600";"000193";"AMAZON PAX DE";"PX-P3D2452"
"304-7881416-8973100";"AMAZON";"DSR21000321";"LPNHE482693892";"000193";"AMAZON PAX DE";"PX-P3D2053"
"302-4728229-4177133";"AMAZON";"DSR21001119";"LPNHE483152466";"000193";"AMAZON PAX DE";"PX-P3D2449"
"408-5211676-6042767";"AMAZON";"DSR21000230";"LPNHE484599000";"000163";"AMAZON PAX IT";"PX-P2D2077"
"404-5967806-5635555";"AMAZON";"DSR21000273";"LPNHE485941059";"000222";"AMAZON PAX FR";"X-RSD0106CE"
"028-4469445-9100349";"AMAZON";"DSR21000299";"LPNHE486721864";"000193";"AMAZON PAX DE";"X-RSD0105CE"
"402-5155236-6170741";"AMAZON";"DSR21000422";"LPNHE487270942";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"407-7627155-6698741";"AMAZON";"DSR21000288";"LPNHE487362958";"000222";"AMAZON PAX FR";"PX-P3D2043"
"306-4550047-5135531";"AMAZON";"DSR21000357";"LPNHE487420526";"000193";"AMAZON PAX DE";"PX-P3D2050"
"305-7614914-2077160";"AMAZON";"DSR21000179";"LPNHE489174112";"000193";"AMAZON PAX DE";"PX-P2A1737"
"303-2466821-2296323";"AMAZON";"DSR21000182";"LPNHE489833040";"000193";"AMAZON PAX DE";"PX-P2A1017"
"303-8315850-4187566";"AMAZON";"DSR21000365";"LPNHE490063604";"000193";"AMAZON PAX DE";"PX-P3D2045"
"404-7725313-5429163";"AMAZON";"DSR21000271";"LPNHE490543373";"000222";"AMAZON PAX FR";"X-RSD0105CE"
"408-4425763-0401948";"AMAZON";"DSR21000355";"LPNHE491785325";"000222";"AMAZON PAX FR";"PX-P3D2051"
"306-9212730-6281166";"AMAZON";"DSR21000314";"LPNHE493391365";"000193";"AMAZON PAX DE";"PX-P3D2455"
"171-4363203-0701918";"AMAZON";"DSR21000415";"LPNHE494156429";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"404-8579703-8443561";"AMAZON";"DSR21000307";"LPNHE494159644";"000222";"AMAZON PAX FR";"X-RSD0106CE"
"171-7052177-7985169";"AMAZON";"DSR21000356";"LPNHE494637864";"000163";"AMAZON PAX IT";"PX-P3D2053"
"028-8081334-0125932";"AMAZON";"DSR21000366";"LPNHE494806537";"000193";"AMAZON PAX DE";"PX-P3D2045"
"302-8379730-3776362";"AMAZON";"DSR21000359";"LPNHE495571013";"000193";"AMAZON PAX DE";"PX-P3D2050"
"402-8932070-0638712";"AMAZON";"DSR21000353";"LPNHE495943331";"000230";"AMAZON PAX ES";"PX-P3D2044"
"406-3736938-2324340";"AMAZON";"DSR21000175";"LPNHE495969832";"000230";"AMAZON PAX ES";"PX-P2A1740"
"406-7421583-8217916";"AMAZON";"DSR21000204";"LPNHE496064404";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"408-2439310-5977904";"AMAZON";"DSR21000270";"LPNHE496136480";"000230";"AMAZON PAX ES";"PX-P3D2449"
"407-0933101-3086732";"AMAZON";"DSR21000272";"LPNHE496152232";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"404-6495715-1629114";"AMAZON";"DSR21000289";"LPNHE496162473";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"406-0240991-2610773";"AMAZON";"DSR21000277";"LPNHE496816929";"000230";"AMAZON PAX ES";"PX-P3D2456"
"403-3831971-4044309";"AMAZON";"DSR21000244";"LPNHE496943109";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"028-5601901-4271567";"AMAZON";"DSR21000166";"LPNHE497166620";"000193";"AMAZON PAX DE";"PX-P2A1738"
"306-1644745-2567505";"AMAZON";"DSR21000264";"LPNHE497172873";"000193";"AMAZON PAX DE";"PX-P3D2449"
"302-5463965-5630702";"AMAZON";"DSR21000420";"LPNHE497737448";"000193";"AMAZON PAX DE";"X-RSD0106CE"
"303-9472984-1258702";"AMAZON";"DSR21000344";"LPNHE498357574";"000193";"AMAZON PAX DE";"PX-P3D2454"
"407-7659349-9833942";"AMAZON";"DSR21000367";"LPNHE500973979";"000163";"AMAZON PAX IT";"PX-P3D2044"
"306-0548478-9945169";"AMAZON";"DSR21000163";"LPNHE501364939";"000193";"AMAZON PAX DE";"PX-P2A1741"
"302-2116849-4320346";"AMAZON";"DSR21000259";"LPNHE501483834";"000193";"AMAZON PAX DE";"PX-P3D2452"
"403-5957086-6718718";"AMAZON";"DSR21000343";"LPNHE502271872";"000163";"AMAZON PAX IT";"PX-P3D2449"
"402-6956154-0649905";"AMAZON";"DSR21000348";"LPNHE502349596";"000222";"AMAZON PAX FR";"PX-P3D2455"
"406-9509488-8033164";"AMAZON";"DSR21000350";"LPNHE504378907";"000230";"AMAZON PAX ES";"PX-P3D2449"
"402-4683566-5688339";"AMAZON";"DSR21000364";"LPNHE505727291";"000222";"AMAZON PAX FR";"PX-P3D2042"
"403-7860557-9837123";"AMAZON";"DSR21000345";"LPNHE506144070";"000222";"AMAZON PAX FR";"PX-P3D2451"
"302-5338818-9952345";"AMAZON";"DSR21000154";"LPNHE507017406";"000193";"AMAZON PAX DE";"PX-P2A1740"
"306-9439899-5045155";"AMAZON";"DSR21000144";"LPNHE507027375";"000193";"AMAZON PAX DE";"PX-P2A1017"
"403-3869649-6826718";"AMAZON";"DSR21000157";"LPNHE507368134";"000163";"AMAZON PAX IT";"PX-P2A1737"
"303-9163746-0593949";"AMAZON";"DSRF21000161";"LPNHE507401823";"000193";"AMAZON PAX DE";"PX-P2A1740"
"407-0037939-7534711";"AMAZON";"DSR21000360";"LPNHE507430062";"000163";"AMAZON PAX IT";"PX-P3D2449"
"303-0383455-3070717";"AMAZON";"DSR21000342";"LPNHE507673213";"000193";"AMAZON PAX DE";"PX-P3D2050"
"406-0710159-5694760";"AMAZON";"DSR21000220";"LPNHE507762337";"000222";"AMAZON PAX FR";"X-RSD0177CE"
"303-6038144-3265927";"AMAZON";"PDVF21/001558";"LPNHE507860905";"000193";"AMAZON PAX DE";
"402-9443975-2069125";"AMAZON";"DSR21000409";"LPNHE508162817";"000163";"AMAZON PAX IT";"X-RSD0106CE"
"408-3513853-6641927";"AMAZON";"DSR21000363";"LPNHE508440888";"000222";"AMAZON PAX FR";"PX-P3D2042"
"404-8113134-4481133";"AMAZON";"DSR21000421";"LPNHE511368706";"000163";"AMAZON PAX IT";"X-RSD0106CE"
"406-6770837-4588351";"AMAZON";"DSR21000219";"LPNHE513524572";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"407-3048931-1201129";"AMAZON";"DSR21000783";"LPNHE513613258";"000163";"AMAZON PAX IT";"PX-P3D2449"
"405-1311589-1663518";"AMAZON";"DSR21000727";"LPNHE514309236";"000163";"AMAZON PAX IT";"X-RSD0106CE"
"405-1696640-9652335";"AMAZON";"DSR21000777";"LPNHE514422173";"000163";"AMAZON PAX IT";"PX-P2A1017"
"405-6070514-7198743";"AMAZON";"DSR21000773";"LPNHE514428173";"000163";"AMAZON PAX IT";"PX-P3D2050"
"171-1487841-2363503";"AMAZON";"DSR21000802";"LPNHE514514832";"000163";"AMAZON PAX IT";"PX-P2D2077"
"404-0569973-3088331";"AMAZON";"DSR21000757";"LPNHE516534628";"000222";"AMAZON PAX FR";"PX-P2A1844"
"407-1577589-3732350";"AMAZON";"DSR21000790";"LPNHE519404176";"000222";"AMAZON PAX FR";"PX-P2A1741"
"403-3197051-4308338";"AMAZON";"DSR21000215";"LPNHE521711340";"000222";"AMAZON PAX FR";"PX-P3D2452"
"171-6280758-3737133";"AMAZON";"DSR21000203";"LPNHE523159277";"000222";"AMAZON PAX FR";"PX-P2D2077"
"407-0384254-7649132";"AMAZON";"DSR21000416";"LPNHE523866233";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"171-5045210-2949141";"AMAZON";"PDVF21/000774";"LPNHE524196908";"000163";"AMAZON PAX IT";
"406-4139477-0565952";"AMAZON";"DSR21000793";"LPNHE524438249";"000163";"AMAZON PAX IT";"PX-P3D2453"
"406-4109983-2653905";"AMAZON";"DSR21000417";"LPNHE524610666";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"403-4177148-6695548";"AMAZON";"DSR21000814";"LPNHE524734622";"000163";"AMAZON PAX IT";"X-RSD0194CE"
"408-6680825-2526730";"AMAZON";"DSR21000813";"LPNHE524734771";"000163";"AMAZON PAX IT";"X-RSD0106CE"
"028-4888671-6222726";"AMAZON";"DSR21000349";"LPNHE525112030";"000193";"AMAZON PAX DE";"PX-P3D2451"
"304-6713020-1442725";"AMAZON";"DSR21000346";"LPNHE525952874";"000193";"AMAZON PAX DE";"PX-P3D2449"
"403-2594754-2661103";"AMAZON";"DSR21000825";"LPNHE526936869";"000163";"AMAZON PAX IT";"X-RSD0106CE"
"404-9261646-3829952";"AMAZON";"DSR21001214";"LPNHE527406869";"000163";"AMAZON PAX IT";"X-RSD0122CE"
"402-7862668-0586754";"AMAZON";"DSRF21000061";"LPNHE527763057";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"304-6309540-1823515";"AMAZON";"DSR21000789";"LPNHE528097011";"000193";"AMAZON PAX DE";"X-MS2000-4"
"305-1761770-2862713";"AMAZON";"DSR21001161";"LPNHE528584188";"000193";"AMAZON PAX DE";"CRC-2007992"
"028-0567989-7673936";"AMAZON";"DSR21000860";"LPNHE528740791";"000193";"AMAZON PAX DE";"PX-P2A1740"
"306-7119291-6391561";"AMAZON";"DSR21000730";"LPNHE528854206";"000193";"AMAZON PAX DE";"PX-P2A1740"
"305-9051343-1397134";"AMAZON";"DSR21000759";"LPNHE529343611";"000193";"AMAZON PAX DE";"PX-P2A1741"
"304-2514479-4349121";"AMAZON";"DSR21000764";"LPNHE529396938";"000193";"AMAZON PAX DE";"PX-P2A1737"
"402-3432180-7597136";"AMAZON";"DSR21000829";"LPNHE530584969";"000163";"AMAZON PAX IT";"X-RSD0105CE"
"304-1557821-9616353";"AMAZON";"DSR21000774";"LPNHE531108926";"000193";"AMAZON PAX DE";"PX-P2A1017"
"171-5453820-5761929";"AMAZON";"DSR21000763";"LPNHE531348929";"000163";"AMAZON PAX IT";"PX-P3D2045"
"305-0101408-6928311";"AMAZON";"DSR21000788";"LPNHE531790651";"000193";"AMAZON PAX DE";"PX-P3D2053"
"406-9866886-0225950";"AMAZON";"DSR21001175";"LPNHE532906026";"000163";"AMAZON PAX IT";"X-RSD0122CE"
"405-5640563-3491500";"AMAZON";"DSR21000824";"LPNHE532994814";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"404-6027909-6132328";"AMAZON";"PDVF21/000760";"LPNHE533000944";"000163";"AMAZON PAX IT";
"171-8021665-7054767";"AMAZON";"DSR21000830";"LPNHE533163428";"000163";"AMAZON PAX IT";"X-RSD0106CE"
"304-7673486-8745966";"AMAZON";"DSR21000742";"LPNHE533286678";"000193";"AMAZON PAX DE";"PX-P2A1741"
"406-1368222-1141921";"AMAZON";"DSR21000741";"LPNHE533363605";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"402-6957475-5655529";"AMAZON";"DSR21001181";"LPNHE533376021";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"407-7175075-4054714";"AMAZON";"PDVF21/000747";"LPNHE533392400";"000222";"AMAZON PAX FR";
"405-1421525-3219536";"AMAZON";"DSR21000732";"LPNHE533582800";"000163";"AMAZON PAX IT";"PX-P3D2451"
"406-5292751-6869152";"AMAZON";"PDVF21/000925";"LPNHE535563966";"000163";"AMAZON PAX IT";
"402-5266445-5634716";"AMAZON";"DSR21001176";"LPNHE537414552";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"408-2906505-4875565";"AMAZON";"DSR21000831";"LPNHE537508319";"000163";"AMAZON PAX IT";"X-RSD0106CE"
"404-6755353-5837961";"AMAZON";"DSR21000832";"LPNHE537516352";"000163";"AMAZON PAX IT";"X-RSD0105CE"
"028-2812876-3237930";"AMAZON";"DSR21000808";"LPNHE538170368";"000193";"AMAZON PAX DE";"PX-P2D2077"
"306-3919411-9710701";"AMAZON";"DSR21000797";"LPNHE538731075";"000193";"AMAZON PAX DE";"PX-P3D2045"
"406-2969601-4674705";"AMAZON";"DSR21001112";"LPNHE540040249";"000163";"AMAZON PAX IT";"PX-P3D2453"
"408-3211539-1061108";"AMAZON";"DSR21001186";"LPNHE540224931";"000163";"AMAZON PAX IT";"X-RSD0122CE"
"302-9999923-0187534";"AMAZON";"DSR21000792";"LPNHE542291947";"000193";"AMAZON PAX DE";"PX-P3D2045"
"405-2140864-8237108";"AMAZON";"PDVF22/001392";"LPNHE544077967";"000163";"AMAZON PAX IT";
"408-6674220-1740352";"AMAZON";"PDVF22/001438";"LPNHE544160569";"000163";"AMAZON PAX IT";
"406-4664096-3297163";"AMAZON";"DSR21000795";"LPNHE544231430";"000222";"AMAZON PAX FR";"PX-P2A1022"
"406-2387373-0558751";"AMAZON";"DSR21001108";"LPNHE545589065";"000222";"AMAZON PAX FR";"PX-P3D2051"
"408-4623493-4918743";"AMAZON";"DSR21000851";"LPNHE545716222";"000222";"AMAZON PAX FR";"PX-P2D2076"
"403-5132465-7970759";"AMAZON";"DSR21000965";"LPNHE546388223";"000222";"AMAZON PAX FR";"PX-P3D2449"
"402-0719832-5735516";"AMAZON";"DSR21000968";"LPNHE546463790";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"402-0719832-5735516";"AMAZON";"DSR21000967";"LPNHE546463791";"000230";"AMAZON PAX ES";"SNS-RMWCHEU1"
"405-9466361-9397966";"AMAZON";"DSR21000964";"LPNHE546494195";"000163";"AMAZON PAX IT";"PX-P3D2449"
"407-7571545-5102718";"AMAZON";"PDVF21/000924";"LPNHE547258505";"000222";"AMAZON PAX FR";
"402-4985896-4874730";"AMAZON";"DSR21001180";"LPNHE547559280";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"403-7431377-3005933";"AMAZON";"DSR21001111";"LPNHE550879667";"000222";"AMAZON PAX FR";"PX-P3D2449"
"405-0368118-5226717";"AMAZON";"PDVF21/001023";"LPNHE551516322";"000163";"AMAZON PAX IT";
"302-4358096-5924338";"AMAZON";"DSR21000816";"LPNHE551874077";"000193";"AMAZON PAX DE";"X-SKV4109GL"
"404-7862615-6950723";"AMAZON";"DSR21001117";"LPNHE552257787";"000222";"AMAZON PAX FR";"PX-P3D2453"
"404-4140320-9732337";"AMAZON";"DSRF21000131";"LPNHE553090027";"000230";"AMAZON PAX ES";"SNS-ROAM1R21BLK"
"403-4164581-2048307";"AMAZON";"DSR21000973";"LPNHE553295283";"000230";"AMAZON PAX ES";"PX-P2A1844"
"406-8882413-3339542";"AMAZON";"DSR21000957";"LPNHE553309189";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"171-2441142-1761160";"AMAZON";"PDVF21/001756";"LPNHE553381130";"000230";"AMAZON PAX ES";
"171-2441142-1761160";"AMAZON";"DSRF21000164";"LPNHE553381131";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"408-4437010-3867553";"AMAZON";"PDVF21/001399";"LPNHE553487510";"000230";"AMAZON PAX ES";
"405-7361271-9788365";"AMAZON";"PDVF21/001393";"LPNHE553487897";"000230";"AMAZON PAX ES";
"403-1342248-6061912";"AMAZON";"DSR21001140";"LPNHE553499956";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"402-4462361-5017918";"AMAZON";"DSR21000958";"LPNHE553766160";"000230";"AMAZON PAX ES";"PX-P3D2043"
"402-3581911-6997141";"AMAZON";"DSR21001187";"LPNHE554294823";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"171-4666814-3581118";"AMAZON";"DSRF21000068";"LPNHE554359982";"000230";"AMAZON PAX ES";"PX-P3D2453"
"171-9521215-2609130";"AMAZON";"DSR21001185";"LPNHE554490976";"000163";"AMAZON PAX IT";"X-RSD0106CE"
"405-7253144-0246765";"AMAZON";"PDVF21/001132";"LPNHE554889232";"000222";"AMAZON PAX FR";
"402-6072012-3523508";"AMAZON";"DSR21001118";"LPNHE555254971";"000222";"AMAZON PAX FR";"PX-P2D2077"
"407-5736718-7208305";"AMAZON";"DSR21001110";"LPNHE555392758";"000222";"AMAZON PAX FR";"PX-P3D2454"
"408-2756572-6812367";"AMAZON";"DSR21001178";"LPNHE555727243";"000163";"AMAZON PAX IT";"X-RSD0105CE"
"408-2361028-1997967";"AMAZON";"DSR21000986";"LPNHE556927342";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"407-6699573-0545167";"AMAZON";"DSR21000992";"LPNHE556944777";"000230";"AMAZON PAX ES";"PX-P3D2456"
"404-2174801-5569950";"AMAZON";"DSR21000991";"LPNHE557247050";"000230";"AMAZON PAX ES";"PX-P2A1738"
"406-7733025-3291531";"AMAZON";"DSR21000861";"LPNHE557878182";"000222";"AMAZON PAX FR";"PX-P2D2077"
"404-1225602-9196303";"AMAZON";"DSR21001113";"LPNHE558769115";"000222";"AMAZON PAX FR";"PX-P3D2454"
"408-1883746-4390722";"AMAZON";"DSR21001177";"LPNHE559576030";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"305-0222090-9837115";"AMAZON";"DSR21001120";"LPNHE559994645";"000193";"AMAZON PAX DE";"PX-P3D2449"
"407-1713233-9282729";"AMAZON";"DSR21001129";"LPNHE560731889";"000222";"AMAZON PAX FR";"CRC-2007000"
"404-9516838-4553933";"AMAZON";"DSR21001109";"LPNHE561013057";"000222";"AMAZON PAX FR";"PX-P3D2453"
